Gene_acc,Gene_id,logFC,logCPM,log_PValue,Desc
5621,KS17gene_2454a,-0.150044411,5.355873654,2.214172111,none
5622,Tb927.10.8600,0.08512595,6.897675889,2.213793775,Vps54-like protein  putative
5623,Tb927.6.4640,-0.089921057,6.786177117,2.21356449,hypothetical protein  conserved
5624,Tb09.v4.0042,0.402866805,1.320744807,2.211691037,leucine-rich repeat protein (LRRP  pseudogene)  putative
5625,Tb927.11.11200,0.134868441,5.10816942,2.210641883,oligomeric golgi complex component 8  putative
5626,TRY.38,0.184393977,5.027666131,2.21029209,none
5627,TRY.539,-0.117100635,4.868098501,2.209623761,none
5628,Tb927.11.3610,-0.164341934,4.175487219,2.209071173,nucleobase/nucleoside transporter 8.1
5629,Tb927.3.4710,0.142598433,5.882817663,2.208372283,Flagellum attachment zone protein 23
5630,Tb927.7.730,0.099049737,6.003075543,2.208389741,Component of motile flagella 49
5631,Tb927.10.14300,-0.088756384,6.623432245,2.208510656,MEKK-related kinase 1  putative
5632,Tb11.v5.1059,-0.088047907,7.525644944,2.206355983,40S ribosomal protein S4  putative
5633,Tb927.4.2200,-0.086679643,6.632161897,2.206377049,Sec7 domain containing protein  putative
5634,KS17gene_514a,0.236730167,2.862285508,2.206408376,none
5635,MSTRG.601,-0.124353316,6.496987517,2.205782506,none
5636,Tb927.3.4530,0.166090466,4.332231679,2.205823023,hypothetical protein  conserved
5637,Tb927.10.5180,-0.099054886,6.051625337,2.20550445,TPR-repeat-containing chaperone protein DNAJ  putative
5638,Tb927.4.3170,0.118702535,5.580545713,2.20552492,hypothetical protein  conserved
5639,Tb927.10.1350,-0.093375614,6.080994563,2.204251016,hypothetical protein  conserved
5640,Tb927.10.270,-0.108063065,8.167316882,2.202223409,60S ribosomal protein L32  putative
5641,Tb11.v5.0456,0.112923353,8.719884496,2.199995426,receptor-type adenylate cyclase GRESAG 4  putative
5642,Tb927.11.2610,0.091877213,9.758442047,2.198853522,hypothetical protein  conserved
5643,Tb927.2.5180,0.115830628,5.601801802,2.198895508,aldo-keto reductase  putative
5644,Tb927.11.6820,0.102525547,5.79149569,2.198513978,hypothetical protein  conserved
5645,Tb11.v5.0391,-0.160867463,4.752490627,2.198334939,rRNA biogenesis protein  putative
5646,Tb11.v5.0720,0.103867773,5.734709695,2.197598297,hypothetical protein  conserved
5647,Tb927.11.13300,0.094351777,6.004563642,2.197185258,Intraflagellar transport protein 25
5648,Tb927.5.1580,-0.117705059,6.230849951,2.19668837,zinc finger CCCH domain containing protein 13
5649,Tb927.9.11130,0.12644601,5.009568713,2.195100604,unc-50 related protein homolog
5650,KS17gene_6173a,0.224923077,3.237070773,2.194370458,none
5651,Tb11.v5.0513,-0.179592469,4.097361182,2.193726449,NLI interacting factor-like phosphatase  putative
5652,Tb927.11.750,0.093762521,7.129937606,2.193438132,DNA repair protein  putative
5653,Tb927.4.1000,-0.152287064,4.689804733,2.192706444,hypothetical protein  conserved
5654,TRY.785,0.137227941,4.682713423,2.192321508,none
5655,MSTRG.933,-0.261917846,3.092600828,2.191973195,none
5656,Tb927.4.4030,-0.116946858,5.245684678,2.190858259,CCCH zinc finger in TRM13 protein/U11-48K-like CHHC zinc finger/Methyltransferase TRM13  putative
5657,Tb927.10.4940,0.093880406,6.38658444,2.190619219,Nuclear Dbf2-related kinase
5658,Tb927.11.1190,0.193106936,3.97529466,2.19063249,Ring finger domain/PHD-finger  putative
5659,Tb927.7.190,-0.092015525,7.993863497,2.190324879,thimet oligopeptidase  putative
5660,TRY.712,-0.103441792,5.610046488,2.188686543,none
5661,KS17gene_205a,-0.174306561,3.984135592,2.188271472,none
5662,Tb927.9.10710,-0.135357963,5.567410421,2.188119444,hsp70 subfamily B suppressor 1
5663,Tb927.11.13790,-0.133961564,4.913821764,2.186903701,hypothetical protein  conserved
5664,KS17gene_6022a,-0.128101401,4.727001669,2.186515067,none
5665,Tb927.10.2520,0.086695793,6.419316901,2.186113382,PrimPol-like protein 2
5666,KS17gene_2718a,-0.119882594,5.502158277,2.186137307,none
5667,KS17gene_7676a,0.179306598,4.305468798,2.185651776,none
5668,TRY.569,0.114502999,6.545715199,2.1850911,none
5669,Tb927.4.4020,0.087659713,7.173817903,2.18361954,amino acid transporter  putative
5670,TRY.23,-0.268022589,2.641882023,2.182711128,none
5671,Tb927.3.4700,-0.14961924,4.628222441,2.182534984,Domain of unknown function (DUF4379)  putative
5672,TRY.461,0.126738026,5.312028842,2.182270057,none
5673,Tb927.11.12210,0.079503542,8.560392556,2.182183571,Domain of unknown function (DUF4586)  putative
5674,Tb927.11.11850,0.101163271,6.945070163,2.182074652,splicing factor 3B subunit 1  putative
5675,Tb927.10.420,0.105235054,5.789089148,2.181980036,Exocyst complex component EXO99
5676,Tb927.9.6390,0.145025978,4.700372079,2.181752904,hypothetical protein  conserved
5677,Tb927.5.2810,-0.139992291,4.455423355,2.181265575,hypothetical protein  conserved
5678,Tb927.10.510,0.114928088,5.291028732,2.180310451,Present in the outer mitochondrial membrane proteome 19
5679,KS17gene_2473a,-0.19635939,3.411822744,2.179772033,none
5680,TRY.1033,-0.165921917,4.249826286,2.179649642,none
5681,Tb927.2.1060,0.389468367,1.161929111,2.178954075,retrotransposon hot spot protein 1 (RHS1)  interrupted
5682,TRY.923,-0.306576645,1.688818407,2.178847507,none
5683,Tb927.7.5860,0.129125297,4.866781814,2.17749267,hypothetical protein
5684,Tb11.v5.0283,0.11238991,6.670750864,2.175664606,variant surface glycoprotein (VSG) pseudogene  putative
5685,Tb927.8.3160,-0.101932921,5.399955677,2.175169964,hypothetical protein  conserved
5686,Tb927.9.2980,-0.179809492,4.022629688,2.173654678,hypothetical protein  conserved
5687,Tb927.9.15540,-0.20701847,3.144189626,2.17258852,BARP protein
5688,KS17gene_8264a,-0.459254981,0.994647898,2.172481464,none
5689,Tb927.5.4140,-0.192552553,3.452882972,2.172358826,ZIP Zinc transporter  putative
5690,Tb927.9.3970,0.103742434,5.648457579,2.171717874,nicotinamidase  putative
5691,MSTRG.332,-0.937774909,-1.089266223,2.171765944,none
5692,TRY.121,-0.154044077,4.922940557,2.171553146,none
5693,Tb927.11.9720,-0.141570074,7.592006738,2.171567394,40S ribosomal protein S27  putative
5694,Tb927.11.2800,-0.109764587,5.118707039,2.170967061,hypothetical protein  conserved
5695,MSTRG.28,0.641072799,-0.175185437,2.170816394,none
5696,Tb927.11.760,0.075383756,9.388037301,2.169872955,protein phosphatase 2C  putative
5697,Tb927.9.15090,-0.099043729,6.778262854,2.169255727,cytosolic coat protein  putative
5698,Tb927.11.11950,-0.164919841,4.232043408,2.16898433,cytochrome oxidase assembly protein  putative
5699,Tb927_05_v4.snoRNA.0001,0.278653806,1.8943568,2.169043102,C/D snoRNA
5700,MSTRG.630,-0.324898331,1.983364272,2.168882723,none
5701,Tb927.10.10390,0.087194077,7.518724198,2.16817819,trypanothione reductase
5702,Tb927.7.4680,-0.153610984,3.998925249,2.166594348,hypothetical protein  conserved
5703,KS17gene_6208a,-0.140631224,6.017624217,2.164646353,none
5704,TRY.148,-0.141509835,9.201796825,2.161673584,none
5705,MSTRG.626,-0.267089566,2.047135915,2.161132201,none
5706,TRY.629,0.099781213,5.639317712,2.160780777,none
5707,Tb927.10.6980,-0.127181664,4.845806596,2.16041355,caltractin  putative
5708,Tb927.9.7550,0.102580427,6.170196874,2.158676612,adenylosuccinate lyase  putative
5709,Tb927.9.10000,-0.155965861,5.320262833,2.15791524,hypothetical protein  conserved
5710,Tb927.11.16520,0.114832842,4.974110243,2.157970565,hypothetical protein  conserved
5711,Tb927.8.7320,0.350867284,1.23038762,2.157547987,variant surface glycoprotein (VSG)-related  putative
5712,MSTRG.417,-0.299224583,2.473556522,2.157084336,none
5713,Tb927.10.870,-0.084371145,7.438298385,2.156915184,Furrow 1 protein
5714,Tb11.v5.0502,0.115379896,6.332756087,2.155798025,hypothetical protein  conserved
5715,KS17gene_1826a,-0.375321366,1.897284966,2.154729199,none
5716,Tb927.10.12570,1.026215403,-1.565156832,2.154436547,hypothetical protein
5717,Tb927.11.105,-0.681726684,-0.43828343,2.154078694,hypothetical protein
5718,MSTRG.986,-0.533587723,0.272614301,2.153857922,none
5719,Tb927.5.3400,-0.087178565,8.291398309,2.153502692,calcium-translocating P-type ATPase
5720,Tb927.10.15990,0.139835779,5.06397034,2.153094586,expression site-associated gene 4 (ESAG4)  pseudogene
5721,KS17gene_3285a,-0.107177687,6.283982717,2.153114446,none
5722,Tb927.10.12240,0.104546445,5.887348147,2.153202217,3-ketoacyl-CoA reductase  putative
5723,Tb927.10.4040,-0.103916121,5.644354141,2.152306479,3-keto-dihydrosphingosine reductase
5724,Tb927.9.1410,0.134438934,5.625768956,2.152334994,SUMO-interacting motif-containing protein
5725,Tb927.7.3290,0.113955316,5.399974707,2.151492492,WD domain  G-beta repeat  putative
5726,KS17gene_758a,0.179744604,3.550990728,2.151494605,none
5727,Tb927.10.980,0.115765094,5.519716514,2.15094371,RNA polymerase III transcription factor (TF)IIIC subunit  putative
5728,Tb927.8.8160,0.09869379,6.08880665,2.151013866,SUMO-interacting motif-containing protein
5729,Tb927.8.3350,0.098274116,5.807317589,2.150834403,DNA polymerase theta (helicase domain only)  putative
5730,Tb927.4.3660,-0.11027929,5.500451301,2.150687741,hypothetical protein  conserved
5731,Tb927.8.7020,0.086090788,7.638303407,2.149650591,peptidase  putative
5732,Tb927.5.830,0.107602612,5.169865031,2.148522978,Tripartite attachment complex protein 65
5733,MSTRG.697,-0.154965104,4.079539486,2.148351788,none
5734,Tb927.11.16260,-0.085821583,7.704251543,2.148245272,SPRY domain/HECT-domain (ubiquitin-transferase)  putative
5735,Tb927.9.17190,0.725959266,-0.741278086,2.147577538,variant surface glycoprotein (VSG  pseudogene)  putative
5736,KS17gene_87a,0.304054151,1.662592553,2.145785543,none
5737,Tb927.6.2390,-0.107914264,6.005313563,2.144836341,conserved hypothetical protein  putative
5738,Tb927.5.3050,0.088721114,6.594250163,2.144747129,poly(adp-ribose) polymerase
5739,MSTRG.807,-0.093856745,5.936982736,2.143647975,none
5740,Tb11.v5.0242,-0.100654245,6.569620831,2.142959391,dynein heavy chain  putative
5741,KS17gene_7564a,-0.22668921,2.621181717,2.142633394,none
5742,Tb927.11.4360,0.085638243,6.540908296,2.142490246,Protein of unknown function (DUF1014)  putative
5743,Tb927.9.4310,-0.124209713,5.166655687,2.142348653,tricarboxylate carrier  putative
5744,KS17gene_2881a,-0.30447166,1.597353254,2.141220999,none
5745,Tb927.10.1990,0.08433819,7.241653672,2.139179103,major vault protein  putative
5746,KS17gene_5064a,0.164138326,3.950224565,2.138178168,none
5747,Tb927.4.4740,0.086806648,7.049096325,2.137424568,Sphingosine N-acyltransferase  putative
5748,TRY.933,-0.238250897,3.015584781,2.136821463,none
5749,Tb927.10.4550,-0.158436095,3.938445411,2.136871544,hypothetical protein  conserved
5750,KS17gene_7170a,0.162242168,3.962474004,2.135082813,none
5751,Tb927.10.15390,0.097867634,6.290331867,2.134273612,Flagellum attachment zone protein 7
5752,Tb927.1.1020,-0.112616473,4.991111867,2.133985241,leucine-rich repeat-containing protein
5753,Tb927.10.1880,-0.090470395,5.750705888,2.133777443,hypothetical protein  conserved
5754,Tb11.v5.0883,-0.214602873,3.284770305,2.133431854,hypothetical protein  conserved
5755,TRY.917,-0.141091523,4.183271178,2.133474399,none
5756,KS17gene_6170a,-0.331263576,1.453328584,2.132673127,none
5757,KS17gene_7894a,-0.183178257,3.509480908,2.132108782,none
5758,Tb927.11.9665,-0.101155453,5.320979946,2.129861113,hypothetical protein
5759,Tb927.6.2380,0.100509062,5.626929323,2.128659717,hypothetical protein  conserved
5760,KS17gene_3555a,-0.233312487,3.031498979,2.12839328,none
5761,MSTRG.1013,0.163033923,6.202634205,2.128437843,none
5762,Tb11.v5.0485,0.11097905,5.092596445,2.128515573,hypothetical protein  conserved
5763,Tb927.11.16570,0.09430105,5.54691396,2.127514381,ATP-dependent DEAD/H RNA helicase  putative
5764,Tb927.10.7600,0.101096848,5.566258242,2.126271202,Centrosomal protein POC5  putative
5765,Tb927.3.3820,0.094296557,6.164466998,2.125407261,hypothetical protein  conserved
5766,TRY.314,-0.117866169,5.112165786,2.125444667,none
5767,Tb927.10.15430,0.098691574,5.85112288,2.124651023,Ankyrin repeats (3 copies)  putative
5768,KS17gene_2283a,0.252973433,2.56851607,2.124477504,none
5769,Tb927.2.3020,-0.092525607,5.997737909,2.12399061,Component of motile flagella 76
5770,Tb927.5.750,-0.154930104,4.09364413,2.122966095,hypothetical protein  conserved
5771,KS17gene_4475a,-0.417517188,0.943094972,2.122500109,none
5772,Tb927.11.2150,-0.095977573,5.685918899,2.120864296,hypothetical protein  conserved
5773,MSTRG.343,-0.29284039,2.339423896,2.119708183,none
5774,TRY.203,0.128445534,4.430374882,2.11934582,none
5775,Tb11.v5.0553,0.115210309,7.636501859,2.116238192,ubiquitin hydrolase  putative
5776,Tb927.9.13460,-0.123818476,4.781629763,2.115706254,Spt4/RpoE2 zinc finger  putative
5777,Tb11.v5.0985,0.090086783,5.952609986,2.114323547,variant surface glycoprotein (VSG)-related  putative
5778,KS17gene_3031a,0.184159298,3.507263326,2.113982528,none
5779,Tb927.8.7030,-0.097255562,5.366134967,2.113663104,hypothetical protein  conserved
5780,Tb927.2.2140,0.180216884,3.455056396,2.113090266,hypothetical protein  conserved
5781,Tb927.8.5050,-0.108005826,6.257313507,2.112815218,OTU-like cysteine protease  putative
5782,MSTRG.852,-0.232125413,2.907058826,2.111801825,none
5783,Tb11.v5.1038,0.30054678,1.635801239,2.111821797,calpain-like cysteine peptidase  putative
5784,TRY.633,0.239758429,2.797810435,2.111949108,none
5785,Tb427VSG-7368,-0.206297075,3.371142405,2.111526787,none
5786,Tb927.10.480,0.202224639,3.520891783,2.11071438,hypothetical protein  conserved
5787,Tb927.2.1730,0.178193491,4.109755372,2.110288446,hypothetical protein  conserved
5788,Tb927.3.1630,0.23093679,3.549976037,2.110052428,casein kinase 1  putative
5789,Tb927.10.4980,0.106055273,6.687675957,2.109365659,ubiquitin-like protein DSK2  putative
5790,Tb927.10.10420,-0.152644658,4.387172586,2.107668329,monothiol glutaredoxin  putative
5791,KS17gene_5830a,-0.168649057,4.039438598,2.106941083,none
5792,Tb927.6.4460,0.084571721,7.847713453,2.105189773,S-adenosylmethionine decarboxylase
5793,KS17gene_7276a,0.211723764,2.789700687,2.10366564,none
5794,MSTRG.13,-0.199285152,4.407302894,2.102348494,none
5795,KS17gene_796a,0.153685789,4.117545272,2.102227619,none
5796,Tb927.8.7000,0.154509623,4.317214054,2.100886328,E1-like ubiquitin-activating enzyme  putative
5797,Tb927.9.13680,-0.09686451,6.427156831,2.100357197,ADP-ribosylation factor  putative
5798,Tb927.8.4010,0.126450143,5.701834056,2.099982381,Flagellum adhesion protein 1
5799,KS17gene_7127a,0.121045337,5.974295444,2.099427453,none
5800,Tb927.3.2850,-0.172711576,3.695711499,2.09890769,Got1/Sft2-like family  putative
5801,Tb927.10.2560,-0.121730629,6.458372947,2.098575265,mitochondrial malate dehydrogenase
5802,Tb11.v5.0836,-0.114059685,5.208315945,2.098207462,metal-ion transporter  putative
5803,Tb927.8.1560,-0.09493921,6.397642475,2.097856158,hypothetical protein  conserved
5804,Tb927.8.5850,-0.093594483,7.908931694,2.09791958,hypothetical protein  conserved
5805,Tb927.11.7440,-0.187177164,3.203741175,2.097721643,hypothetical protein  conserved
5806,Tb927.11.14960,-0.119937735,6.663839905,2.096962653,pumilio/PUF RNA binding protein 7  putative
5807,Tb927.9.2550,-0.080987682,6.534562464,2.095645083,Domain of unknown function (DUF4457)  putative
5808,MSTRG.312,0.40919809,0.602942686,2.095426629,none
5809,Tb927.11.16460,-0.086861419,6.111603418,2.093893065,hypothetical protein  conserved
5810,Tb927.10.470,-0.116925205,5.036313008,2.089280911,choline dehydrogenase  putative
5811,Tb11.02.5060b,0.104739171,5.470182029,2.088862916,SNF2 DNA repair protein  putative
5812,MSTRG.785,0.169159872,4.152672554,2.088456126,none
5813,Tb927.10.14320,-0.089387088,6.941100684,2.087899757,Flagellum attachment zone protein 9
5814,Tb427VSG-3591,0.352701351,1.159357007,2.086746124,none
5815,Tb927.8.4980,-0.079238756,7.840246539,2.086783783,Paraflagellar rod protein 2-2
5816,Tb11.v5.1058,-0.112077988,5.172435923,2.086639967,DNA polymerase kappa  putative
5817,TRY.63,0.175012909,4.003142037,2.085969169,none
5818,Tb927.6.1140,0.092417102,6.332974122,2.08084249,dolichyl-P-Man:GDP-Man5GlcNAc2-PP-dolichyl alpha-1 2-mannosyltransferase  putative
5819,Tb927.9.9630,0.083972311,7.30960998,2.080139009,TPR repeat/Tetratricopeptide repeat  putative
5820,Tb927.10.670,-0.152278944,4.01773494,2.079391456,hypothetical protein  conserved
5821,Tb927.11.1420,0.087623126,6.087088959,2.079420639,hypothetical protein  conserved
5822,Tb927.11.10430,0.100119805,6.230261971,2.079264046,hypothetical protein  conserved
5823,Tb927.9.2080,-0.146411422,5.636708336,2.079098856,invariant surface glycoprotein 100  point mutation
5824,Tb927.5.580,-0.103563053,5.855973984,2.07892221,prefoldin subunit  putative
5825,Tb927.8.6950,-0.160074527,4.308887458,2.078366297,roadblock/LC7 family member
5826,Tb927.10.9490,0.133794511,4.706179232,2.078429689,expression site-associated gene 3 (ESAG3)-like protein
5827,Tb927.5.470,-0.126629736,4.879803521,2.077654211,riboflavin transporter
5828,Tb927.6.1930,0.105724673,5.726213995,2.076383281,SAM domain (Sterile alpha motif)  putative
5829,Tb927.8.6980,0.084676447,7.197452603,2.075317347,Flagellum attachment zone protein 14
5830,TRY.332,0.201768395,3.431975067,2.073911163,none
5831,Tb927.1.870,-0.102865448,5.607237178,2.070960125,deoxyhypusine synthase
5832,Tb11.v5.0773,-0.152886357,3.867240279,2.070173082,hypothetical protein  conserved
5833,KS17gene_1915a,0.190045347,3.282577916,2.070193553,none
5834,Tb927.10.2960,0.08666564,6.248835566,2.069542816,Translation factor GUF1  mitochondrial  putative
5835,Tb927.11.12360,-0.152702838,4.372997492,2.069027937,ankyrin repeat protein  putative
5836,Tb927.11.6400,-0.091994371,7.04828032,2.068594801,kinesin  putative
5837,Tb927.7.1300,0.073614704,8.922793379,2.068445719,protein disulfide isomerase  putative
5838,Tb927.2.6230,-0.248709283,4.582553722,2.067824653,iron/ascorbate oxidoreductase family protein  putative
5839,Tb927.7.4630,0.162042143,3.773837961,2.067370746,Miro-like protein  putative
5840,Tb927.11.11470,-0.116343041,4.990407016,2.0671746,kinetoplast ribosomal PPR-repeat containing protein 14
5841,Tb11.v5.0848,0.100029986,6.155493693,2.066725618,gamma-tubulin complex subunit  putative
5842,Tb927.6.2090,0.08076717,6.90965381,2.066566666,pdz domain containing protein  putative
5843,MSTRG.261,-0.279196624,1.883615181,2.066133761,none
5844,Tb927.11.16210,0.084547819,6.315212751,2.064153487,cAMP response protein 1  putative
5845,TRY.66,-0.52599925,-0.226772317,2.06416004,none
5846,Tb927.9.8190,-0.107655378,5.858588895,2.063755618,hypothetical protein  conserved
5847,Tb427VSG-6403,-0.240216848,2.677539272,2.062255528,none
5848,Tb927.3.4230,0.09155218,7.616282701,2.062167005,serine peptidase  clan SB  family S8-like protein
5849,Tb927.4.3120,0.101565606,5.49014174,2.061647872,hook complex protein  conserved
5850,TRY.626,-0.161924587,3.951044749,2.061558499,none
5851,Tb927.9.9160,-0.113220599,5.739089023,2.06137878,hypothetical protein  conserved
5852,Tb927.11.12290,0.091367517,6.315654264,2.060280076,hypothetical protein  conserved
5853,Tb927.3.3410,0.082766146,6.850388072,2.059556056,aspartyl aminopeptidase  putative
5854,Tb927.10.14360,0.0843614,6.227562562,2.058850242,U2 small nuclear ribonucleoprotein 40K
5855,Tb927.10.3150,-0.128714965,4.933662262,2.058193198,N-acetyltransferase  putative
5856,Tb927.1.1370,-0.134799438,4.961486056,2.057073339,rRNA biogenesis protein  putative
5857,MSTRG.869,-0.641547217,-0.246590408,2.056905765,none
5858,Tb927.1.1100,0.097486698,6.013984874,2.056800505,Basal body protein
5859,Tb927.2.5140,-0.147137464,4.118265537,2.056711327,hypothetical protein  conserved
5860,MSTRG.169,0.112648833,5.500111254,2.055966425,none
5861,Tb11.v5.0259,-0.118358963,4.789789903,2.055732283,DHHC palmitoyltransferase  putative
5862,KS17gene_251a,0.100764044,5.805866937,2.055087592,none
5863,TRY.86,-0.096195971,6.508946769,2.054103768,none
5864,KS17gene_3848a,-0.230706903,3.414408786,2.053183025,none
5865,Tb11.1190,-0.332199588,1.576780393,2.053055622,hypothetical protein
5866,Tb927.9.3100,-0.083568425,6.524711155,2.052793389,hypothetical protein  conserved
5867,Tb927.5.570,0.082400641,7.542860038,2.052316974,hypothetical protein  conserved
5868,Tb927.10.6890,0.156668391,3.968324687,2.052325981,hypothetical protein
5869,Tb927.11.5480,0.120725922,5.417381541,2.05160899,phosphotransferase  putative
5870,MSTRG.489,-0.499817284,0.18169938,2.05152574,none
5871,KS17gene_3200a,0.128893901,5.153699275,2.050727392,none
5872,Tb927.11.5250,-0.089153865,6.874384257,2.050134532,hypothetical protein  conserved
5873,KS17gene_827a,0.16787184,3.62460803,2.049721382,none
5874,Tb927.10.3840,-0.083219365,7.379693281,2.049747719,60S ribosomal protein L18a  putative
5875,TRY.416,-0.222820007,4.367645061,2.04936959,none
5876,Tb11.v5.0498,0.123764859,8.600959663,2.049371805,lysosomal alpha-mannosidase precursor  putative
5877,Tb927.4.5240,0.104207806,5.752979598,2.049506622,UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase  putative
5878,Tb927.11.13580,0.113136893,5.259827132,2.049569113,ubiquinone biosynthesis protein-like protein
5879,Tb927.10.7690,0.086563535,7.083539157,2.048632385,Component of motile flagella 4
5880,KS17gene_1287a,0.296891849,2.455575295,2.048080392,none
5881,TRY.141,-0.19867177,3.221976115,2.047755319,none
5882,Tb927.10.11900,-0.182387895,3.569348861,2.047136703,MICOS complex subunit MIC20
5883,Tb927.3.1892,-0.238932532,2.782960711,2.047059055,C/D snoRNA  TB3C2C1
5884,Tb927.1.4380,0.099381511,6.151885155,2.046591021,Putative integral membrane protein conserved region (DUF2404)  putative
5885,KS17gene_5559a,0.176916374,3.720797362,2.046439144,none
5886,TRY.921,-0.140885274,4.431026862,2.04600556,none
5887,Tb927.11.3590,-0.091759398,8.635060313,2.045644238,40S ribosomal protein S4  putative
5888,Tb427VSG-3726,1.084847145,-1.598720956,2.045557542,none
5889,Tb927.10.9160,0.090608425,6.206226465,2.045483856,Cyclin 12  L-type
5890,KS17gene_5903a,0.134404017,4.759905377,2.043949129,none
5891,KS17gene_2336a,-0.115213154,5.024576011,2.042463183,none
5892,Tb927.9.13650,-0.084667676,6.590062377,2.042273746,ADP-ribosylation factor  putative
5893,MSTRG.663,-0.208724862,3.527737274,2.042157814,none
5894,KS17gene_1529a,-0.211444394,4.068584735,2.041986735,none
5895,Tb927.10.2830,0.164625431,4.008785328,2.041613024,hypothetical protein  conserved
5896,Tb9.NT.6,0.251125118,2.219613748,2.041500281,Noncoding RNA  putative
5897,KS17gene_3264a,0.174550368,3.444281908,2.041199386,none
5898,KS17gene_4517a,-0.088710037,5.874887784,2.039763522,none
5899,Tb927.11.6580,0.118134407,4.898294833,2.039777762,hypothetical protein  conserved
5900,Tb927.2.6200,0.13602688,4.200667212,2.039314464,adenosine transporter 2  putative
5901,TRY.274,-0.094469448,6.482655836,2.038534696,none
5902,Tb927.7.7180,0.139349276,5.556347331,2.037442648,leucine-rich repeat protein 1 (LRRP1)  putative
5903,MSTRG.61,0.276828805,2.5982621,2.035833193,none
5904,Tb927.4.2380,0.084721747,6.361141294,2.035049126,sarcoplasmic reticulum glycoprotein  putative
5905,Tb927.8.7620,-0.116657045,6.184468636,2.034968255,amino acid transporter 1  putative
5906,Tb927.11.11725,-0.089142619,7.299340972,2.034871322,ribosomal protein S14p/S29e
5907,Tb927.7.1670,-0.098037547,6.090119313,2.034097694,Eukaryotic translation initiation factor 4E type 6
5908,Tb927.8.2410,0.118400583,5.149715055,2.032664105,amidase  putative
5909,Tb927.10.9170,0.103817618,5.473764173,2.031722197,hypothetical protein  conserved
5910,Tb927.6.340,-0.106473852,5.235919593,2.031103126,receptor-type adenylate cyclase GRESAG 4  pseudogene  putative
5911,Tb927.11.16670,0.096869495,6.417043354,2.030691628,hypothetical protein  conserved
5912,Tb927.10.12910,0.099082427,5.768427608,2.030693848,hypothetical protein  conserved
5913,Tb927.9.11050,0.111150744,6.57567941,2.030079347,4E-interacting protein  putative
5914,Tb927.10.10400,0.11766728,4.87277076,2.029340611,Mitochondrial ribosomal protein S11
5915,Tb927.6.4120,0.125829663,4.99335177,2.029057895,GTPase activating protein  putative
5916,Tb11.02.5130b,0.200794512,3.312887035,2.028421996,neurobeachin/beige protein  putative (fragment)
5917,KS17gene_266a,0.195191304,3.529680035,2.028302948,none
5918,Tb927.9.12160,0.085985134,6.097205101,2.028118891,hypothetical protein  conserved
5919,Tb927.10.4250,-0.142006802,4.114695092,2.027876157,ADP-ribosylation factor-like 2  arl2
5920,Tb927.11.6740,-0.109139247,6.462618136,2.026490813,pumilio/PUF RNA binding protein 10  putative
5921,Tb927.11.6230,0.091848246,8.478525821,2.0248559,protein transport protein SEC61 subunit alpha  putative
5922,Tb927.1.530,-0.113843314,5.984286181,2.023742373,hypothetical protein  conserved
5923,MSTRG.284,-0.936480004,-0.952858719,2.023652156,none
5924,Tb927.4.3090,0.13798686,4.416230228,2.022863283,hypothetical protein  conserved
5925,Tb927.11.16860,0.119091324,5.457927468,2.021263437,Guide RNA binding complex protein 3
5926,Tb927.8.1450,0.116209195,4.791087193,2.02108747,hypothetical protein  conserved
5927,Tb927.7.1490,0.119304362,4.96596114,2.020985016,hypothetical protein  conserved
5928,MSTRG.276,0.215066396,2.79370892,2.020862656,none
5929,KS17gene_4225a,-0.177505498,3.755581751,2.020191116,none
5930,KS17gene_373a,0.104449703,5.156954088,2.018351272,none
5931,Tb927.10.1240,0.1045262,5.333578378,2.017781093,hypothetical protein  conserved
5932,MSTRG.797,-0.21748002,3.221381924,2.017847681,none
5933,Tb427VSG-2088,1.1447051,-1.650542496,2.017371352,none
5934,Tb927.6.4300,0.098701148,10.57179877,2.016240796,glyceraldehyde 3-phosphate dehydrogenase  glycosomal
5935,MSTRG.588,0.08525604,6.350941581,2.015946081,none
5936,Tb927.10.3490,0.091078398,6.651279333,2.015560951,kinetoplastid-specific dual specificity phosphatase  putative
5937,Tb927.11.15100,0.08088301,8.497698507,2.015347276,Tb5.20
5938,Tb927.4.3480,-0.096351008,6.652000755,2.01537527,hypothetical protein
5939,MSTRG.205,0.241494861,2.324010666,2.015000975,none
5940,Tb927.10.14370,-0.147692823,4.335174038,2.014505306,hypothetical protein  conserved
5941,Tb11.v5.0598,0.098639733,5.477196393,2.013983736,GIY-YIG catalytic domain containing protein  putative
5942,TRY.1043,0.854393587,-1.065608061,2.013169829,none
5943,Tb927.6.3920,-0.132634908,4.281011633,2.012792904,hypothetical protein  conserved
5944,Tb927.2.2970,-0.156652486,3.880287939,2.012851559,mitochondrial carrier protein
5945,Tb927.11.2180,0.086184621,6.062327908,2.012640279,hypothetical protein  conserved
5946,Tb927.6.1410,0.107945866,5.371586169,2.011792284,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit  putative
5947,Tb927.4.5270,-0.144577305,4.021505125,2.011583177,UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase  putative
5948,Tb927.10.4650,0.084221872,5.925532892,2.011217277,hypothetical protein  conserved
5949,KS17gene_6395a,0.193704619,3.123165122,2.011110097,none
5950,Tb927.2.1800,0.088952527,7.522895859,2.010879252,DNA polymerase delta catalytic subunit  putative
